f,Y
281,0
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,0
517,0
518,0
519,0
520,0
521,0
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0.01
602,0.02
603,0.03
604,0.04
605,0.05
606,0.06
607,0.07
608,0.08
609,0.09
610,0.1
611,0.11
612,0.12
613,0.13
614,0.14
615,0.15
616,0.16
617,0.17
618,0.18
619,0.19
620,0.2
621,0.21
622,0.22
623,0.23
624,0.24
625,0.25
626,0.26
627,0.27
628,0.28
629,0.29
630,0.3
631,0.31
632,0.32
633,0.33
634,0.34
635,0.35
636,0.36
637,0.37
638,0.38
639,0.39
640,0.4
641,0.41
642,0.42
643,0.43
644,0.44
645,0.45
646,0.46
647,0.47
648,0.48
649,0.49
650,0.5
651,0.51
652,0.52
653,0.53
654,0.54
655,0.55
656,0.56
657,0.57
658,0.58
659,0.59
660,0.6
661,0.61
662,0.62
663,0.63
664,0.64
665,0.65
666,0.66
667,0.67
668,0.68
669,0.69
670,0.7
671,0.71
672,0.72
673,0.73
674,0.74
675,0.75
676,0.76
677,0.77
678,0.78
679,0.79
680,0.8
681,0.81
682,0.82
683,0.83
684,0.84
685,0.85
686,0.86
687,0.87
688,0.88
689,0.89
690,0.9
691,0.91
692,0.92
693,0.93
694,0.94
695,0.95
696,0.96
697,0.97
698,0.98
699,0.99
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,1
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,1
756,1
757,1
758,1
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,1
827,1
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,1
850,1
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,1
864,1
865,1
866,1
867,1
868,1
869,1
870,1
871,1
872,1
873,1
874,1
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,0.99
903,0.98
904,0.97
905,0.96
906,0.95
907,0.94
908,0.93
909,0.92
910,0.91
911,0.9
912,0.89
913,0.88
914,0.87
915,0.86
916,0.85
917,0.84
918,0.83
919,0.82
920,0.81
921,0.8
922,0.79
923,0.78
924,0.77
925,0.76
926,0.75
927,0.74
928,0.73
929,0.72
930,0.71
931,0.7
932,0.69
933,0.68
934,0.67
935,0.66
936,0.65
937,0.64
938,0.63
939,0.62
940,0.61
941,0.6
942,0.59
943,0.58
944,0.57
945,0.56
946,0.55
947,0.54
948,0.53
949,0.52
950,0.51
951,0.5
952,0.49
953,0.48
954,0.47
955,0.46
956,0.45
957,0.44
958,0.43
959,0.42
960,0.41
961,0.4
962,0.39
963,0.38
964,0.37
965,0.36
966,0.35
967,0.34
968,0.33
969,0.32
970,0.31
971,0.3
972,0.29
973,0.28
974,0.27
975,0.26
976,0.25
977,0.24
978,0.23
979,0.22
980,0.21
981,0.2
982,0.19
983,0.18
984,0.17
985,0.16
986,0.15
987,0.14
988,0.13
989,0.12
990,0.11
991,0.1
992,0.09
993,0.08
994,0.07
995,0.06
996,0.05
997,0.04
998,0.03
999,0.02
1000,0.01
1001,0
