f,Y
353,1
354,1
355,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,1
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,0.99
451,0.98
452,0.97
453,0.96
454,0.95
455,0.94
456,0.93
457,0.92
458,0.91
459,0.9
460,0.89
461,0.88
462,0.87
463,0.86
464,0.85
465,0.84
466,0.83
467,0.82
468,0.81
469,0.8
470,0.79
471,0.78
472,0.77
473,0.76
474,0.75
475,0.74
476,0.73
477,0.72
478,0.71
479,0.7
480,0.69
481,0.68
482,0.67
483,0.66
484,0.65
485,0.64
486,0.63
487,0.62
488,0.61
489,0.6
490,0.59
491,0.58
492,0.57
493,0.56
494,0.55
495,0.54
496,0.53
497,0.52
498,0.51
499,0.5
500,0.49
501,0.48
502,0.47
503,0.46
504,0.45
505,0.44
506,0.43
507,0.42
508,0.41
509,0.4
510,0.39
511,0.38
512,0.37
513,0.36
514,0.35
515,0.34
516,0.33
517,0.32
518,0.31
519,0.3
520,0.29
521,0.28
522,0.27
523,0.26
524,0.25
525,0.24
526,0.23
527,0.22
528,0.21
529,0.2
530,0.19
531,0.18
532,0.17
533,0.16
534,0.15
535,0.14
536,0.13
537,0.12
538,0.11
539,0.1
540,0.09
541,0.08
542,0.07
543,0.06
544,0.05
545,0.04
546,0.03
547,0.02
548,0.01
549,0
