t,y
0.0215,0.84077
0.0216,2.0055
0.0217,0.069024
0.0218,2.299
0.0219,1.1121
0.022,0.81757
0.0221,0.25763
0.0222,-0.33312
0.0223,-1.1282
0.0224,2.1098
0.0225,-1.7788
0.0226,-0.30945
0.0227,3.4089
0.0228,2.1531
0.0229,2.5151
0.023,0.17176
0.0231,1.1758
0.0232,2.499
0.0233,0.08077
0.0234,-1.642
0.0235,0.83386
0.0236,2.8745
0.0237,-0.64076
0.0238,0.56025
0.0239,2.5016
0.024,4.0453
0.0241,-0.62371
0.0242,-0.39173
0.0243,-2.6237
0.0244,-0.96036
0.0245,0.29313
0.0246,3.7459
0.0247,1.6146
0.0248,1.5634
0.0249,2.1669
0.025,1.3626
0.0251,0.34436
0.0252,1.7961
0.0253,3.6974
0.0254,1.6831
0.0255,0.0040791
0.0256,-1.5843
0.0257,3.2283
0.0258,2.4514
0.0259,1.2221
0.026,2.459
0.0261,-1.487
0.0262,-1.8009
0.0263,1.2247
0.0264,1.8821
0.0265,1.3782
0.0266,0.27161
0.0267,2.622
0.0268,2.9534
0.0269,-0.094004
0.027,4.1036
0.0271,1.9415
0.0272,1.2408
0.0273,0.66732
0.0274,1.8433
0.0275,1.2127
0.0276,3.0842
0.0277,3.4078
0.0278,1.2296
0.0279,0.91861
0.028,-1.298
0.0281,2.5853
0.0282,0.39961
0.0283,-0.08737
0.0284,0.098372
0.0285,1.6727
0.0286,1.9132
0.0287,2.834
0.0288,1.5766
0.0289,3.1692
0.029,-0.77998
0.0291,-1.2594
0.0292,0.09737
0.0293,0.51107
0.0294,-3.3172
0.0295,2.7152
0.0296,0.76766
0.0297,1.1398
0.0298,-1.0251
0.0299,2.1092
0.03,2.0714
0.0301,-0.38437
0.0302,2.2098
0.0303,-2.6079
0.0304,4.1634
0.0305,-1.3626
0.0306,2.6614
0.0307,-1.1318
0.0308,-1.0498
0.0309,2.0009
0.031,0.67372
0.0311,-0.071034
0.0312,1.4759
0.0313,2.1954
0.0314,0.87281
0.0315,-0.2542
0.0316,1.8954
0.0317,-1.2855
0.0318,3.2627
0.0319,1.6224
0.032,-0.34398
0.0321,1.3619
0.0322,0.50072
0.0323,-0.15628
0.0324,0.79527
0.0325,1.7439
0.0326,-1.6706
0.0327,1.3971
0.0328,2.9585
0.0329,-0.031473
0.033,0.34119
0.0331,0.24644
0.0332,1.7937
0.0333,0.35423
0.0334,2.2691
0.0335,2.4775
0.0336,-1.3698
0.0337,3.4531
0.0338,1.2282
0.0339,0.75316
0.034,0.26
0.0341,-0.99373
0.0342,1.2864
0.0343,3.6529
0.0344,-0.60754
0.0345,-1.349
0.0346,2.0006
0.0347,0.98278
0.0348,-0.52109
0.0349,-0.59433
0.035,1.2776
0.0351,-1.1384
0.0352,3.0776
0.0353,0.84426
0.0354,1.7275
0.0355,-0.081588
0.0356,0.83944
0.0357,-2.3607
0.0358,-0.34028
0.0359,2.2535
0.036,3.2779
0.0361,1.3311
0.0362,-1.5875
0.0363,2.8795
0.0364,0.57883
0.0365,2.4387
0.0366,1.8766
0.0367,2.7907
0.0368,0.99328
0.0369,0.53594
0.037,1.2285
0.0371,0.41494
0.0372,-0.0071507
0.0373,-0.36269
0.0374,-0.55626
0.0375,3.0319
0.0376,4.4669
0.0377,2.4272
0.0378,0.32218
0.0379,1.3553
0.038,0.22467
0.0381,2.6011
0.0382,0.25521
0.0383,-1.8399
0.0384,1.7295
0.0385,3.7028
0.0386,2.1902
0.0387,3.9425
0.0388,1.4168
0.0389,1.2207
0.039,2.0369
0.0391,1.4619
0.0392,1.4893
0.0393,0.045134
0.0394,-0.43016
0.0395,-1.5821
0.0396,1.1919
0.0397,1.5768
0.0398,1.515
0.0399,3.8087
0.04,0.020865
0.0401,2.4888
0.0402,-1.7373
0.0403,-0.85621
0.0404,0.098924
0.0405,1.4222
0.0406,2.2279
0.0407,1.1975
0.0408,-1.3222
0.0409,0.10911
0.041,-0.49573
0.0411,0.27023
0.0412,1.548
0.0413,-0.32329
0.0414,2.4701
0.0415,1.135
0.0416,1.9746
0.0417,0.19025
0.0418,1.1232
0.0419,0.17801
0.042,0.2872
0.0421,-1.0255
0.0422,0.67168
0.0423,-1.2742
0.0424,-2.4576
0.0425,0.94072
0.0426,1.0639
0.0427,0.48011
0.0428,0.042226
0.0429,3.8839
0.043,4.2078
0.0431,2.2457
0.0432,1.6163
0.0433,1.8113
0.0434,-0.82721
0.0435,0.24359
0.0436,-0.13205
0.0437,2.3294
0.0438,2.368
0.0439,2.5357
0.044,0.8382
0.0441,2.6447
0.0442,0.66276
0.0443,5.2954
0.0444,0.11039
0.0445,-2.0609
0.0446,-0.5306
0.0447,0.47897
0.0448,2.8097
0.0449,0.58383
0.045,2.452
0.0451,1.7236
0.0452,1.073
0.0453,0.45931
0.0454,-1.7436
0.0455,1.2576
0.0456,1.5504
0.0457,-0.28368
0.0458,-0.55058
0.0459,-1.4694
0.046,0.24497
0.0461,0.79104
0.0462,3.118
0.0463,-1.2837
0.0464,-0.80294
0.0465,0.12493
0.0466,0.96674
0.0467,-0.012209
0.0468,3.2204
0.0469,1.0878
0.047,4.9201
0.0471,0.8868
0.0472,0.87018
0.0473,0.96609
0.0474,1.1978
0.0475,3.0446
0.0476,0.59201
0.0477,-0.44022
0.0478,3.6
0.0479,2.0978
0.048,1.2745
0.0481,2.2064
0.0482,0.027885
0.0483,-0.79088
0.0484,0.62664
0.0485,1.0227
0.0486,-2.2923
0.0487,1.4814
0.0488,1.0021
0.0489,1.2922
0.049,1.7415
0.0491,1.5384
0.0492,2.8934
0.0493,-1.8898
0.0494,-0.1183
0.0495,4.6486
0.0496,-0.090765
0.0497,0.90338
0.0498,-0.77452
0.0499,0.88214
0.05,1.4244
0.0501,-1.7259
0.0502,1.0074
0.0503,-0.69105
0.0504,-0.32452
0.0505,-0.85816
0.0506,2.4926
0.0507,1.1969
0.0508,1.457
0.0509,3.4632
0.051,0.93024
0.0511,-0.30178
0.0512,0.22812
0.0513,1.9423
0.0514,0.33637
0.0515,0.37271
0.0516,-1.0926
0.0517,0.95706
0.0518,0.76718
0.0519,3.5301
0.052,0.71891
0.0521,0.98098
0.0522,0.93904
0.0523,2.0278
0.0524,2.6999
0.0525,2.6479
0.0526,-0.74441
0.0527,-1.3525
0.0528,-1.126
0.0529,4.0713
0.053,-0.23873
0.0531,2.0943
0.0532,1.2414
0.0533,-0.40534
0.0534,4.1205
0.0535,-1.2542
0.0536,1.2774
0.0537,0.82686
0.0538,-1.4816
0.0539,0.73026
0.054,2.4204
0.0541,-1.9003
0.0542,0.80496
0.0543,2.0976
0.0544,-0.70145
0.0545,-0.1743
0.0546,0.66887
0.0547,-3.7576
0.0548,2.4227
0.0549,3.1452
0.055,-0.73107
0.0551,0.099132
0.0552,0.33439
0.0553,-2.9629
0.0554,2.3106
0.0555,-0.59126
0.0556,2.2926
0.0557,-1.6189
0.0558,-1.2654
0.0559,-0.97883
0.056,0.84479
0.0561,1.264
0.0562,2.12
0.0563,2.2617
0.0564,-1.1421
0.0565,1.34
0.0566,1.6752
0.0567,0.23609
0.0568,-0.58391
0.0569,0.29993
0.057,3.1793
0.0571,-0.13263
0.0572,1.263
0.0573,0.9328
0.0574,-0.21941
0.0575,1.1266
0.0576,-2.5142
0.0577,-1.6846
0.0578,-1.0676
0.0579,-1.9664
0.058,-0.3153
0.0581,3.6143
0.0582,0.90557
0.0583,0.75998
0.0584,-0.87832
0.0585,1.742
0.0586,0.26138
0.0587,-0.38863
0.0588,-0.68998
0.0589,-2.6295
0.059,0.84561
0.0591,0.68
0.0592,3.8742
0.0593,-0.16651
0.0594,3.1604
0.0595,0.91305
0.0596,0.23402
0.0597,0.27376
0.0598,-0.68636
0.0599,-2.8838
0.06,-1.1409
0.0601,1.0838
0.0602,0.93629
0.0603,1.4983
0.0604,-1.0089
0.0605,1.2868
0.0606,-0.71795
0.0607,-1.3022
0.0608,0.33239
0.0609,0.85397
0.061,0.36271
0.0611,1.7013
0.0612,0.014182
0.0613,0.43427
0.0614,0.52241
0.0615,-0.22911
0.0616,-1.2948
0.0617,0.70692
0.0618,0.49199
0.0619,1.1008
0.062,1.7787
0.0621,0.57856
0.0622,0.55074
0.0623,0.73451
0.0624,-1.3028
0.0625,-0.017678
0.0626,0.33103
0.0627,-0.42757
0.0628,1.3498
0.0629,0.80782
0.063,0.11919
0.0631,-0.66362
0.0632,1.2607
0.0633,0.90272
0.0634,0.63421
0.0635,-0.70348
0.0636,1.1965
0.0637,-1.2342
0.0638,-1.5866
0.0639,0.58437
0.064,-0.86089
0.0641,-1.1462
0.0642,1.1596
0.0643,0.16408
0.0644,-1.3169
0.0645,0.84021
0.0646,0.44734
0.0647,0.16517
0.0648,1.2104
0.0649,1.3038
0.065,0.075159
0.0651,1.1803
0.0652,2.6686
0.0653,0.6416
0.0654,2.0913
0.0655,0.52527
0.0656,-1.3175
0.0657,-1.5554
0.0658,-0.85821
0.0659,-0.040736
0.066,1.1269
0.0661,1.0448
0.0662,-0.40392
0.0663,2.4031
0.0664,-2.3831
0.0665,0.24758
0.0666,0.29506
0.0667,3.1222
0.0668,-1.4004
0.0669,1.5134
0.067,-0.4841
0.0671,2.0577
0.0672,-0.29677
0.0673,2.4179
0.0674,-0.22903
0.0675,-1.8382
0.0676,-0.81083
0.0677,1.4528
0.0678,0.68121
0.0679,-1.332
0.068,1.3954
0.0681,1.2355
0.0682,0.44509
0.0683,-1.145
0.0684,-1.9382
0.0685,2.4686
0.0686,-2.066
0.0687,-0.28915
0.0688,-1.1679
0.0689,0.78091
0.069,-0.12731
0.0691,1.6726
0.0692,0.51525
0.0693,0.90226
0.0694,-2.4537
0.0695,1.2723
0.0696,-1.2978
0.0697,-3.0618
0.0698,-3.6595
0.0699,0.62608
0.07,0.63242
0.0701,-2.2586
0.0702,-0.62495
0.0703,-1.544
0.0704,-1.2041
0.0705,-0.48851
0.0706,-0.74229
0.0707,-0.23197
0.0708,1.7769
0.0709,-1.0872
0.071,-0.81882
0.0711,-1.9971
0.0712,-0.27363
0.0713,-0.51858
0.0714,0.98925
0.0715,-0.95785
0.0716,0.19657
0.0717,-4.1594
0.0718,-0.71514
0.0719,-0.78913
0.072,-1.2118
0.0721,-1.187
0.0722,0.81167
0.0723,-1.8028
0.0724,-1.686
0.0725,1.7605
0.0726,1.0124
0.0727,-0.8373
0.0728,-3.5637
0.0729,-1.417
0.073,-0.98142
0.0731,-1.173
0.0732,1.6201
0.0733,-1.1833
0.0734,-1.5116
0.0735,-1.1497
0.0736,-0.40394
0.0737,0.12735
0.0738,-0.26401
0.0739,2.5355
0.074,-1.4864
0.0741,-3.276
0.0742,1.1674
0.0743,-0.61128
0.0744,-4.5542
0.0745,-2.4288
0.0746,1.7572
0.0747,-2.098
0.0748,-0.97249
0.0749,-1.4726
0.075,1.0364
0.0751,0.48467
0.0752,0.86756
0.0753,0.056474
0.0754,-0.52484
0.0755,-1.4077
0.0756,-0.057397
0.0757,0.74019
0.0758,1.9684
0.0759,1.0635
0.076,-2.6925
0.0761,-0.8102
0.0762,1.5668
0.0763,-0.3062
0.0764,-0.87692
0.0765,1.4849
0.0766,-2.1959
0.0767,-1.038
0.0768,-1.813
0.0769,0.1703
0.077,-0.35224
0.0771,-1.9828
0.0772,0.94942
0.0773,1.6373
0.0774,-1.6226
0.0775,-1.2358
0.0776,-1.5374
0.0777,0.91004
0.0778,-0.58128
0.0779,-1.2756
0.078,-3.3317
0.0781,-4.1977
0.0782,-1.4774
0.0783,-1.5335
0.0784,3.5045
0.0785,-3.7224
0.0786,-3.5674
0.0787,-1.4491
0.0788,-0.64996
0.0789,-0.27287
0.079,-0.23557
0.0791,-2.9174
0.0792,-0.82903
0.0793,0.21192
0.0794,-0.60831
0.0795,-1.7097
0.0796,-1.4735
0.0797,0.72364
0.0798,-2.2782
0.0799,-1.5361
0.08,-2.7333
0.0801,0.071663
0.0802,-0.43902
0.0803,-4.1144
0.0804,-1.6759
0.0805,-2.0882
0.0806,-0.97118
0.0807,1.5198
0.0808,0.0064673
0.0809,-1.402
0.081,-0.30451
0.0811,0.77256
0.0812,-0.88868
0.0813,0.10037
0.0814,1.743
0.0815,-2.5916
0.0816,-0.83023
0.0817,0.59066
0.0818,-1.6904
0.0819,1.6296
0.082,2.1282
0.0821,0.83597
0.0822,-0.11237
0.0823,0.050768
0.0824,-1.3966
0.0825,-1.3194
0.0826,-2.0383
0.0827,0.65391
0.0828,-0.43531
0.0829,-0.3715
0.083,-0.68722
0.0831,-1.2757
0.0832,0.24278
0.0833,-2.419
0.0834,-0.31868
0.0835,-1.4163
0.0836,0.14882
0.0837,-1.6042
0.0838,-0.7748
0.0839,-1.4138
0.084,-0.12674
0.0841,-1.2804
0.0842,0.86443
0.0843,-0.97482
0.0844,-1.5218
0.0845,-1.4698
0.0846,-0.73574
0.0847,-2.7579
0.0848,-2.5973
0.0849,-1.4043
0.085,-2.9439
0.0851,0.7534
0.0852,0.72025
0.0853,-1.4109
0.0854,0.45595
0.0855,-1.0634
0.0856,-0.53731
0.0857,-1.8102
0.0858,0.31631
0.0859,-1.4407
0.086,-1.4298
0.0861,-0.0051157
0.0862,-0.29015
0.0863,-1.9457
0.0864,-0.36009
0.0865,-1.6261
0.0866,-1.4185
0.0867,-2.861
0.0868,-0.54417
0.0869,-0.16412
0.087,0.057524
0.0871,0.34664
0.0872,-0.93564
0.0873,-0.52654
0.0874,0.44451
0.0875,-3.1895
0.0876,1.8196
0.0877,-4.1314
0.0878,2.6015
0.0879,1.6277
0.088,-2.2234
0.0881,1.433
0.0882,-0.073658
0.0883,-0.57957
0.0884,-0.13737
0.0885,-2.8077
0.0886,-0.61083
0.0887,-0.48029
0.0888,-2.9004
0.0889,0.014421
0.089,-6.2801
0.0891,-5.0884
0.0892,-2.5482
0.0893,-0.18676
0.0894,-1.8481
0.0895,-3.3034
0.0896,0.45551
0.0897,1.2617
0.0898,-0.7124
0.0899,0.86244
0.09,0.17691
0.0901,-1.1987
0.0902,0.956
0.0903,-3.0237
0.0904,-1.4527
0.0905,-1.2303
0.0906,-2.3989
0.0907,-2.5615
0.0908,-2.083
0.0909,-0.25646
0.091,-1.5775
0.0911,-2.5514
0.0912,-2.6497
0.0913,-3.0354
0.0914,-0.98755
0.0915,-0.30007
0.0916,-3.4688
0.0917,-0.54415
0.0918,-0.69294
0.0919,-1.0063
0.092,-2.2374
0.0921,-1.041
0.0922,-4.1758
0.0923,1.9662
0.0924,1.2319
0.0925,-1.2157
0.0926,-0.97391
0.0927,-0.86786
0.0928,0.36379
0.0929,-2.0686
0.093,-1.9676
0.0931,-3.3573
0.0932,-0.018977
0.0933,-1.9122
0.0934,0.22111
0.0935,-1.9952
0.0936,-2.0944
0.0937,1.1319
0.0938,-2.282
0.0939,-0.6286
0.094,-0.95025
0.0941,-0.74379
0.0942,-1.044
0.0943,-1.0825
0.0944,0.78312
0.0945,-0.26752
0.0946,-0.46222
0.0947,1.8711
0.0948,-1.2165
0.0949,-0.32418
0.095,-1.9869
0.0951,-3.4971
0.0952,-2.1146
0.0953,0.087457
0.0954,0.40058
0.0955,0.86829
0.0956,-1.0675
0.0957,-0.51279
0.0958,-0.35715
0.0959,1.5617
0.096,0.34205
0.0961,2.4344
0.0962,0.22212
0.0963,-0.72672
0.0964,-2.5726
0.0965,-0.88362
0.0966,-1.1221
0.0967,0.039411
0.0968,-1.1736
0.0969,-1.6519
0.097,0.6779
0.0971,-0.63641
0.0972,1.2194
0.0973,-0.85043
0.0974,-3.0252
0.0975,-3.4183
0.0976,0.57287
0.0977,-2.3664
0.0978,-3.2419
0.0979,0.019407
0.098,-1.521
0.0981,1.5433
0.0982,-3.411
0.0983,-1.5355
0.0984,-1.3093
0.0985,-2.1764
0.0986,-1.2277
0.0987,-0.72895
0.0988,-3.3832
0.0989,-1.8289
0.099,-1.8731
0.0991,0.21471
0.0992,-0.46477
0.0993,-1.3897
0.0994,-0.86167
0.0995,-0.10482
0.0996,0.519
0.0997,1.1512
0.0998,-1.1916
0.0999,-2.7259
0.1,-0.89931
0.1001,-3.4235
0.1002,-0.31062
0.1003,1.1448
0.1004,-0.61978
0.1005,0.50578
0.1006,-1.6849
0.1007,1.5861
0.1008,-3.7566
0.1009,-0.60979
0.101,-1.8754
0.1011,0.24057
0.1012,0.29298
0.1013,-0.5394
0.1014,-1.3111
0.1015,-0.91686
0.1016,-1.3975
0.1017,-1.5493
0.1018,-2.2559
0.1019,-0.31435
0.102,1.4093
0.1021,-0.79391
0.1022,-1.3537
0.1023,0.47984
0.1024,-1.6782
0.1025,-3.2513
0.1026,-1.708
0.1027,1.4867
0.1028,-2.7149
0.1029,-1.8415
0.103,-2.0375
0.1031,-1.6939
0.1032,-0.83
0.1033,0.46966
0.1034,-0.43147
0.1035,-2.3532
0.1036,-1.3825
0.1037,-1.2003
0.1038,-1.1151
0.1039,-3.0468
0.104,-0.87005
0.1041,-0.43848
0.1042,-1.0431
0.1043,-0.8772
0.1044,-1.4938
0.1045,2.1056
0.1046,-2.4188
0.1047,-0.00038814
0.1048,0.38435
0.1049,-2.4745
0.105,-0.5935
0.1051,0.69735
0.1052,-1.2558
0.1053,0.88044
0.1054,-2.636
0.1055,0.45932
0.1056,-0.22697
0.1057,-1.0277
0.1058,-0.3171
0.1059,-2.2484
0.106,-0.35567
0.1061,-1.0563
0.1062,0.51628
0.1063,-3.0853
0.1064,0.099192
0.1065,-2.1794
0.1066,-0.63335
0.1067,1.0528
0.1068,-1.8743
0.1069,-1.5111
0.107,-0.52787
0.1071,-1.8194
0.1072,-1.505
0.1073,-2.6668
0.1074,-1.1505
0.1075,-1.0719
0.1076,-0.00072226
0.1077,-0.013028
0.1078,-2.2432
0.1079,-1.9273
0.108,-1.4591
0.1081,1.1357
0.1082,-0.89621
0.1083,-0.66813
0.1084,-1.5201
0.1085,-3.9621
0.1086,-2.8621
0.1087,1.133
0.1088,-1.5913
0.1089,0.47627
0.109,-1.3981
0.1091,-1.4018
0.1092,1.451
0.1093,-0.34056
0.1094,-2.2458
0.1095,-0.3977
0.1096,-2.0844
0.1097,0.25851
0.1098,2.6527
0.1099,1.8887
0.11,1.1825
0.1101,0.68527
0.1102,-5.3686
0.1103,-1.9155
0.1104,-1.318
0.1105,-0.83889
0.1106,0.13661
0.1107,-1.0161
0.1108,-1.2128
0.1109,-1.1539
0.111,0.15093
0.1111,-0.27426
0.1112,-1.9605
0.1113,-1.7359
0.1114,0.37809
0.1115,-0.47027
0.1116,-2.0683
0.1117,-1.6568
0.1118,-0.1838
0.1119,1.4509
0.112,-1.2358
0.1121,0.55655
0.1122,-0.098036
0.1123,0.38742
0.1124,-0.021101
0.1125,-0.56797
0.1126,1.7345
0.1127,1.6256
0.1128,-1.5625
0.1129,1.0696
0.113,1.4037
0.1131,-2.1141
0.1132,0.98264
0.1133,2.6931
0.1134,1.4067
0.1135,-2.8908
0.1136,1.4134
0.1137,0.79036
0.1138,-3.3592
0.1139,0.31399
0.114,0.24372
0.1141,1.9606
0.1142,-0.59881
0.1143,1.7694
0.1144,-0.15475
0.1145,0.25885
0.1146,0.57215
0.1147,-0.58302
0.1148,1.6462
0.1149,-0.067792
0.115,-0.85301
0.1151,-1.2576
0.1152,-0.32948
0.1153,0.64329
0.1154,-1.052
0.1155,0.70984
0.1156,-0.1674
0.1157,1.53
0.1158,-0.3527
0.1159,0.94928
0.116,-2.1066
0.1161,-1.7635
0.1162,-0.69901
0.1163,-1.8987
0.1164,0.11154
0.1165,-0.98132
0.1166,-1.0079
0.1167,-0.61764
0.1168,-1.1137
0.1169,-0.4755
0.117,0.71006
0.1171,-1.4128
0.1172,-1.1507
0.1173,0.42242
0.1174,0.16482
0.1175,1.289
0.1176,-1.9401
0.1177,-0.49349
0.1178,-1
0.1179,3.2057
0.118,-0.084899
0.1181,-0.47739
0.1182,0.42654
0.1183,1.4399
0.1184,0.66267
0.1185,1.8196
0.1186,1.2617
0.1187,-1.3477
0.1188,-3.4238
0.1189,-2.403
0.119,-0.044045
0.1191,-1.9285
0.1192,-0.29292
0.1193,0.072303
0.1194,1.1748
0.1195,1.7892
0.1196,1.0116
0.1197,2.815
0.1198,0.42519
0.1199,-1.1253
0.12,-1.3683
0.1201,0.34871
0.1202,-3.1457
0.1203,-0.3565
0.1204,2.8444
0.1205,0.85891
0.1206,-0.90496
0.1207,-2.9387
0.1208,0.15304
0.1209,-0.67021
0.121,0.41193
0.1211,1.4397
0.1212,-3.4383
0.1213,-2.0997
0.1214,-0.22286
0.1215,0.50839
0.1216,-1.7293
0.1217,-0.65247
0.1218,0.40267
0.1219,-3.3105
0.122,0.37914
0.1221,-1.1351
0.1222,-0.12686
0.1223,-2.1668
0.1224,-1.3906
0.1225,-0.8678
0.1226,-0.69708
0.1227,1.2443
0.1228,-1.2989
0.1229,0.37063
0.123,1.0111
0.1231,0.40168
0.1232,-0.4026
0.1233,-0.85712
0.1234,-0.58383
0.1235,0.2721
0.1236,-0.36124
0.1237,-1.2483
0.1238,-1.0566
0.1239,-1.8836
0.124,0.29544
0.1241,1.1857
0.1242,-0.38192
0.1243,0.43541
0.1244,-1.3052
0.1245,1.1749
0.1246,2.3769
0.1247,-0.30854
0.1248,-1.9601
0.1249,-2.0455
0.125,0.27699
0.1251,-1.7595
0.1252,0.21061
0.1253,-3.513
0.1254,-1.5857
0.1255,0.65797
0.1256,-0.36524
0.1257,-0.93432
0.1258,2.2911
0.1259,0.28646
0.126,0.68558
0.1261,-2.109
0.1262,-1.9583
0.1263,-0.61308
0.1264,-0.61919
0.1265,-1.0445
0.1266,3.6953
0.1267,1.21
0.1268,-1.5824
0.1269,0.94561
0.127,0.0012644
0.1271,2.8044
0.1272,-0.62671
0.1273,-0.83927
0.1274,1.4022
0.1275,-2.7176
0.1276,0.98536
0.1277,-0.20482
0.1278,0.41164
0.1279,-0.23006
0.128,0.46338
0.1281,0.8522
0.1282,-1.2966
0.1283,2.4851
0.1284,1.5888
0.1285,0.56424
0.1286,0.77221
0.1287,0.69682
0.1288,-0.9179
0.1289,-1.3502
0.129,1.241
0.1291,0.4646
0.1292,-2.1652
0.1293,-0.63629
0.1294,0.095745
0.1295,0.40067
0.1296,-0.69858
0.1297,1.3759
0.1298,-0.37439
0.1299,-2.1659
0.13,0.62679
0.1301,-1.7801
0.1302,-1.7977
0.1303,-0.1151
0.1304,-2.3025
0.1305,-1.8655
0.1306,-1.8733
0.1307,-0.78078
0.1308,-0.46833
0.1309,1.1887
0.131,2.3302
0.1311,1.0172
0.1312,-1.8937
0.1313,-0.019763
0.1314,-2.9264
0.1315,-1.006
0.1316,1.1689
0.1317,-1.3773
0.1318,3.6181
0.1319,0.33721
0.132,-1.4617
0.1321,-1.3497
0.1322,-1.7279
0.1323,-0.73414
0.1324,0.63964
0.1325,1.1558
0.1326,-0.75088
0.1327,-1.8498
0.1328,-1.2914
0.1329,-0.52201
0.133,3.0657
0.1331,2.6737
0.1332,1.9697
0.1333,1.1907
0.1334,-0.23557
0.1335,-0.13289
0.1336,-0.2414
0.1337,3.0576
0.1338,1.6813
0.1339,2.1958
0.134,1.1758
0.1341,-2.2702
0.1342,-0.33914
0.1343,0.62622
0.1344,-1.2172
0.1345,2.1655
0.1346,2.095
0.1347,0.81692
0.1348,-1.1904
0.1349,1.004
0.135,0.57554
0.1351,-0.58169
0.1352,-1.1021
